id,gender,race
1,m,black
2,m,black
3,m,black
4,m,white
5,m,black
6,m,white
7,m,black
8,f,white
9,m,black
10,m,white
11,m,black
12,m,white
13,m,black
14,m,black
15,m,white
16,f,black
17,m,white
18,m,black
19,m,black
20,m,white
21,m,white
22,m,white
23,m,black
24,m,white
25,m,white
26,m,white
27,m,black
28,m,white
29,m,white
30,m,black
31,m,black
32,m,white
33,m,black
34,m,white
35,m,white
36,m,white
37,m,black
38,m,white
39,m,black
40,m,black
41,m,black
42,m,white
43,m,white
44,m,black
45,m,black
46,m,black
47,m,white
48,m,white
49,m,white
50,m,white
51,m,black
52,m,black
53,m,black
54,m,hispanic
55,m,white
56,m,black
57,m,white
58,m,black
59,m,black
60,m,black
61,m,black
62,m,black
63,m,black
64,m,white
65,m,white
66,m,white
67,m,black
68,m,black
69,m,black
70,m,white
71,m,white
72,m,black
73,m,black
74,m,black
75,m,black
76,m,black
77,m,black
78,m,white
79,f,black
80,m,white
81,m,white
82,m,white
83,m,black
84,m,black
85,m,white
86,m,black
87,m,black
88,m,white
89,m,white
90,m,white
91,m,black
92,m,white
93,m,white
94,m,white
95,m,black
96,m,white
97,m,white
98,m,black
99,m,black
100,m,black
101,m,white
102,m,white
103,m,black
104,m,black
105,m,white
106,m,black
107,m,white
108,m,black
109,m,black
110,m,white
111,m,white
112,m,black
113,m,black
114,f,white
115,m,black
116,m,black
117,m,white
118,m,black
119,m,black
120,m,black
121,m,black
122,m,black
123,m,white
124,m,white
125,m,white
126,m,black
127,m,black
128,m,black
129,m,white
130,m,black
131,f,white
132,m,black
133,m,white
134,m,black
135,m,white
136,m,white
137,m,white
138,m,black
139,m,black
140,m,white
141,m,black
142,m,white
143,m,black
144,m,white
145,m,white
146,m,black
147,m,white
148,m,black
149,m,white
150,m,white
151,m,white
152,m,white
153,m,white
154,m,white
155,m,hispanic
156,m,black
157,m,white
158,m,black
159,m,white
160,m,white
161,m,hispanic
162,m,white
163,m,black
164,m,white
165,m,white
166,m,white
167,m,black
168,m,black
169,m,white
170,m,white
171,m,black
172,m,black
173,m,black
174,m,black
175,m,white
176,m,black
177,m,white
178,m,white
179,m,black
180,m,white
181,m,black
182,m,black
183,m,black
184,m,black
185,m,white
186,m,black
187,m,white
188,m,black
189,m,white
190,m,white
191,m,white
192,m,black
193,m,white
194,m,black
195,m,white
196,m,black
197,m,black
198,m,black
199,m,black
200,m,white
201,m,white
202,m,black
203,m,black
204,m,black
205,m,black
206,m,black
207,m,white
208,m,white
209,m,black
210,m,black
211,m,black
212,m,black
213,m,black
214,m,black
215,m,black
216,m,black
217,m,black
218,m,black
219,m,white
220,m,white
221,m,black
222,m,black
223,m,white
224,m,white
225,m,black
226,m,white
227,m,black
228,m,white
229,m,black
230,m,black
231,m,black
232,m,black
233,m,black
234,m,black
235,m,black
236,m,white
237,m,black
238,m,black
239,m,black
240,m,white
241,m,black
242,m,white
243,m,white
244,m,black
245,m,black
246,m,white
247,m,white
248,m,black
249,m,black
250,m,white
251,m,black
252,m,black
253,m,black
254,m,black
255,m,white
256,m,black
257,m,white
258,m,white
259,m,black
260,m,white
261,m,black
262,m,white
263,m,black
264,m,white
265,m,white
266,m,black
267,m,black
268,m,black
269,m,black
270,m,white
271,m,white
272,m,white
273,m,white
274,m,black
275,m,white
276,m,black
277,m,white
278,m,white
279,m,white
